id,split,MSA,EGY
373,corpus-6-test-corpus-26-test,هل تعيش بالقرب من هنا ؟,انت عايش قريب من هنا؟
374,corpus-6-train,هل يمكنك أن ترسلها إلى اليابان ؟,ممكن تبعته لليابان؟
375,corpus-6-test-corpus-26-train,أين محل الهدايا ؟,فين محل الهدايا؟
379,corpus-6-train,هل يمكن أن أرد عليك يوم الجمعة ؟,ممكن ارد عليك الجمعه ديه؟
380,corpus-6-train,"حسنا , دعني أتثبت من المفقود والموجود . أي نوع من الكاميرات هي ؟",تمام، خليني اراجع قايمة المفقودات. الكاميرا نوعها ايه؟
381,corpus-6-train,أنا أسف جدا ، نحن نجهز لك الغرفة التي طلبتها .,انا اسف جدا جدا، احنا بنجهز الاوضه اللي انت طلبتها .
383,corpus-6-train,"أوه , أنها تظهر محطات مترو الأنفاق ومحطات الحافلات , هل لي أن أحتفظ بها ؟",تمام، ده بتوريني محطات المترو و الاتوبيس . ممكن اخليه معايا؟
384,corpus-6-train,آه لقد فقدت شبزوكي .,اه . .شابيزوكي واحشني.
386,corpus-6-test-corpus-26-test,أنا على الطريق الرئيسي بجانب خليج موروا .,انا عالطريق السريع جنب خليج مورو.
389,corpus-6-train,نعم ، نحن لدينا . منهج نصف يوم ، ومنهج ليوم كامل .,ايوه، عندنا . كورس نص يوم و كورس طول اليوم.
390,corpus-6-train,أحبذ حلق .,انا بأنصح بحلقان.
391,corpus-6-test-corpus-26-train,أريد منبه ، من فضلك .,من فضلك عايز منبه .
392,corpus-6-train,أريد إلغاء حجزي ، من فضلك .,من فضلك عايز الغي الحجز .
394,corpus-6-train,ما هو نظام الاسترداد ؟,ايه نظام التعويض؟
397,corpus-6-train,الإضاءة لا تعمل .,النور مش شغال .
398,corpus-6-test-corpus-26-dev,بالمناسبة ، اسمي هيروش إيجيما .,بالمناسبه، اسمي هيوشي ايجيما .
400,corpus-6-train,ما هو فارق التوقيت بين طوكيو وهنا ؟,ايه فرق التوقيت بين طوكيو و هنا؟
401,corpus-6-test-corpus-26-dev,"هذا القطار يتوقف في لاك فورست , أليس كذلك ؟",القطر ده بيقف في محطة لاك فورست، مش كده؟
403,corpus-6-train,كم السعر الإجمالي ؟,و كل ده بيكلف كام؟
404,corpus-6-train,شكراً يا سيدي .,شكرا، حضرتك .
405,corpus-6-train,تقدم للأمام اتجه يمنياً عند الناصية الثالثة .,امشي علطول و احود شمال عند تالت ناصيه .
407,corpus-6-train,أشعر بألم حاد في معدتي .,عندي وجع شديد و جامد في معدتي .
408,corpus-6-test-corpus-26-train,معظم اليابانيين يأكلون الأخطبوط والحبار .,معظم اليابانيين بياكلوا اخطبوط و سبيط .
411,corpus-6-train,هل رأيت ذلك ؟,شفت ده؟
412,corpus-6-train,أنها هدية . هل يمكنك أن تقوم بلف هذه الهدية لي .,ده هديه. ممكن تلفهولي لفه هدايا من فضلك؟
414,corpus-6-train,مساء الخير ، السيدة كنت . لم نلتقي منذ زمن بعيد .,مساء الخير، مدام كينت . بقالي مده كبيرة ما شفتكيش .
416,corpus-6-test-corpus-26-train,"هل يمكنني الحصول على تذكرتين درجة ثانية لشيكاغوا , من فضلك ؟",ممكن من فضلك تذكرتين درجة تانية لشيكاجو؟
417,corpus-6-train,أنا أسعد .,انا اللي شاكر .
419,corpus-6-test-corpus-26-train,لقد ذهبت إلى نيويورك .,انا رجت نيويورك .
422,corpus-6-train,أود أن أغير حجزي إلي الرحلة الجوية رقم اثنان صفر خمسة في الثاني من أكتوبر .,عايز اغير حجزي على الرحلة ميتين و خمسة لاتنين اكتوبر .
423,corpus-6-test-corpus-26-train,ما هو رقم الرحلة الجوية ؟,ايه رقم الرحلة؟
426,corpus-6-train,أين طاولة التسجيل الخاصة بشركة دلتا ؟,فين مكتب التسجيل بتاع شركة دلتا؟
427,corpus-6-train,هل هذه وجبة منخفضة الصوديوم ؟,ديه وجبه ملحها قليل؟
429,corpus-6-train,هذا البند غير مسموح به .,مش مسموح بالبند ده .
431,corpus-6-train,أعتقد أننا نستطيع . ها هي ورقتك .,متهيألي نقدر . و ادي الاستمارة بتاعك .
432,corpus-6-train,"ما هو أخر شئ خلعته من ملابسك , قبل أن تذهب للنوم ؟",ايه اخر حاجه بتقلعها، قبل ما تدخل تنام؟
437,corpus-6-train,لا ، سوف أخذها خلال فترة إقامتي .,لأ، انا خأخده خلال اقامتي.
438,corpus-6-train,هل هو ثابت اللون ؟,ده الوانه ثابته؟
439,corpus-6-train,هل هذه خاصية خاصة بهذا الحي ؟,هو ده التخصص بتاع المنطقة ديه؟
440,corpus-6-train,أريد بعض البسكويت .,عاوز بسكوت .
442,corpus-6-test-corpus-26-test,واحد لنيويورك ، من فضلك .,تذكرة لنيويورك من فضلك .
446,corpus-6-test-corpus-26-train,لعدة أيام قليلة .,حوالي ايام قليله .
447,corpus-6-test-corpus-26-train,الثاني من على اليسار .,التاني عالشمال .
448,corpus-6-train,يبدون في حجم صغير جداً .,دول صغيرين قوي .
452,corpus-6-train,كيف كانت صعوبة الجولات ؟,اد ايه الرحلات صعبة؟
454,corpus-6-dev,"أريد مقعد بالقرب من النافذة , من فضلك .",عايز كرسي جنب الشباك من فضلك .
456,corpus-6-train,هل أستطيع أن أركب القطار بتذكرة اشتراك ركوب القطار الأوروبي ؟,ممكن اسافر مع يوروالباس؟
457,corpus-6-train,كم تستغرق كي تصل إلي اليابان ؟,اد ايه وقت لحد ما اوصل اليابان؟
458,corpus-6-train,هل لديك خرائط للطرق ؟,عندك خريطة طرق و شوارع؟
459,corpus-6-train,أو ، نعم . لقد قرأت عنه في الدليل .,اوه، ايوه . انا قريت عنه في كتاب الارشادات .
461,corpus-6-train,لقد طلبت ثلاثة أكواب من الشاي . لكن لم يأتي ألا أثنين فقط .,انا طلبت تلات كوبايات شاي . اللي جالي اتنين بس .
462,corpus-6-train,"الأجهزة الكهربائية رخيصة جداً , لكن مصاريف الأكل والسكن مرتفعة جداً .",الاجهزة الكهربائية رخيصة جدا، لكن تمن الاكل و السكن عالي قوي .
463,corpus-6-train,سأتناولها بالخارج .,ياخد .
465,corpus-6-train,غالباً ما أخذ مقاس اثنتي وعشرين في اليابان .,انا متعود البس مقاس اتنين و عشرين في اليابان .
466,corpus-6-train,ما هي ساعات عمل متحف الفن ؟,امتى ساعات متحف الفنون؟
470,corpus-6-train,أين يجب أن أدفع أدفع ؟,فين مفروض ادفع؟
471,corpus-6-test-corpus-26-dev,"هذا الكارت , حسناً ؟",الكارت اهوه . .تمام كده؟
475,corpus-6-train,هل هذه هي أول رحلة خارجية لك ؟,ديه اول رحلة ليك بره البلد؟
477,corpus-6-train,أيهما الخاص بمنهج المبتدئين ؟,اى واحد من دول كورس المبتدئين؟
479,corpus-6-train,بالتأكيد هذا البلد به أكثر من نوع من الفاكهة .,اكيد في البلد ديه انواع فاكهه كتيرة.
480,corpus-6-dev,أريد التثبت من هذه الحقيبة .,عايز اسجل الشنطة ديه .
482,corpus-6-train,هل هناك وجبات في مكان التزلج فوق هذا المنحدر ؟,فيه وجبات موجوده في مكان التزحلق عالجليد اللي عند المنحدر ده؟
483,corpus-6-train,معذرة ، لقد أغلقت الباب وأنا بالخارج ، هل من الممكن أن أحصل على مفتاح أخر ؟,انا اسف . .يظهر انه ما بقاش معايا مفتاح . .ممكن مفتاح تاني؟
485,corpus-6-train,حول هذه الدولارات الأمريكية إلي الين ياباني ، من فضلك .,غيرلي الدولارات الاميريكية اللي معايا بين ياباني، من فضلك .
487,corpus-6-dev,من الصعب قول كلمة وداعاً .,الوداع صعب قوي .
488,corpus-6-test-corpus-26-train,هل هذا مكتب الاستقبال ؟ هل يوجد عيادة قريبة ؟,هو ده مكتب الاستقبال؟ ما فيش عيادة قريبه؟
489,corpus-6-train,معذرة ، هل لي أن أستفسر منك عن أسم طبقك ؟ إنه يبدو لذيذاً .,اعذرني، تسمحلي اسأل عن اسم الاكل اللي قدامك؟ شكله لذيذ قوي .
490,corpus-6-train,أنهم يألمومنني .,بيقرصوا .
492,corpus-6-train,أية بوابة أتوجه إليها بعد ذلك ؟,اى بوابه مفروض اروحها بعد كده؟
493,corpus-6-test-corpus-26-train,هل عشرة دولارات ستكون كافية للذهب بالتاكسي ؟,حيكفي عشر دولارات للتاكسي؟
495,corpus-6-train,أعتقد أنها كانت ممتازة . تمثيل جيد وحبكة جيدة .,رأيي انها كانت مسرحيه عظيمة و تمثيلها كويس .
496,corpus-6-train,يا ، شكراً جزيلاً .,واااااااااااو، الف شكر .
497,corpus-6-train,لم تعجبني هذه الحجرة . هل من الممكن أن أرى حجرة أخرى ؟,انا مش مبسوط بالاوده ديه . .ممكن توريني واحده تانيه؟
498,corpus-6-train,أنها أحدث موضة هذا الصيف .,ديه اخر موضه الصيف ده .
499,corpus-6-train,أذهب بي إلى وسط المدينة ، من فضلك .,وديني نص البلد، من فضلك .
502,corpus-6-train,هل لي أن أؤجر سيارة ؟,ممكن أأجر عربيه؟
503,corpus-6-test-corpus-26-train,أنه ذو مذاق غريب .,طعمة غريب .
505,corpus-6-train,قم بإصلاحها أثناء وجودي بالخارج من فضللك .,من فضلك صلحه، و انا بره .
507,corpus-6-train,هل لديكم وجبات خفيفة ؟,عندك اكلة خفيفة؟
508,corpus-6-train,من فضلك تحدث ببطء .,لو سمحت اتكلم بشويش .
509,corpus-6-train,سوف أحضر متأخرا ساعة .,انا جيت ساعه متأخر .
511,corpus-6-train,أنا كن .,انا كين .
512,corpus-6-test-corpus-26-train,"نعم . انتظر , سوف احضر لك واحدة .",ايوه . استنى انا جبت واحد ليك .
513,corpus-6-train,نادل .,جرسون .
514,corpus-6-train,هل ستمطر طوال هذا الأسبوع ؟,كانت بتمطر كل الاسبوع ده؟
