id,split,MSA,MSA Translation
2001,corpus-6-test-corpus-26-train,متى ينبغي أن آتي ؟,متى ينبغي أن آتي ؟
2003,corpus-6-test-corpus-26-train,أريد دورقاً صغيراً من الخمر الأبيض .,أريد دورقاً صغيراً من الخمر الأبيض.
2005,corpus-6-test-corpus-26-train,آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .,آه. هل يمكنني الحصول على وجبتي فيما بعد 
2025,corpus-6-test-corpus-26-train,بالفعل لدي أخبار . أنا سأتزوج .,بالفعل لدي أخبار. أنا سأتزوج.
2033,corpus-6-test-corpus-26-train,بنطلون أخر ؟,بنطلون أخر ؟
2035,corpus-6-test-corpus-26-train,هل يمكنني الحصول على برنامج ؟,هل يمكنني الحصول على برنامج ؟
2052,corpus-6-test-corpus-26-train,اقتحمت غرفتي الليلة الماضية .,اقتحمت غرفتي الليلة الماضية.
2055,corpus-6-test-corpus-26-train,أرني السمكة التي رأيتها اليوم في كتاب الصور ، من فضلك .,أرني السمكة التي رأيتها اليوم في كتاب الصور ، من فضلك
2083,corpus-6-test-corpus-26-train,انظر التعليمات على علبة الطعام الفارغة .,انظر التعليمات على علبة الطعام الفارغة.
2086,corpus-6-test-corpus-26-train,أريد نقوداً ورقية .,أريد نقوداً ورقية.
2100,corpus-6-test-corpus-26-test,خطف محفظتي وجرى بعيداً .,خطف محفظتي وجرى بعيداً.
2119,corpus-6-test-corpus-26-train,أليس لديك دروس تجريبية ؟,أليس لديك دروس تجريبية ؟
2147,corpus-6-test-corpus-26-train,أين يمكنني أن أشتري طوابع بريد ؟,أين يمكنني أن أشتري طوابع بريد ؟
2148,corpus-6-test-corpus-26-train,أنا من بريطانيا العظمى .,أنا من بريطانيا العظمى.
2156,corpus-6-test-corpus-26-train,علي أن أفحص ذلك مع زوجتي .,علي أن أفحص ذلك مع زوجتي.
2161,corpus-6-test-corpus-26-train,أريد أن أحصل على تعويض لذلك .,أريد أن أحصل على تعويض لذلك.
2179,corpus-6-test-corpus-26-train,يوجد صندوق للهاتف أمام هذا المصرف .,يوجد صندوق للهاتف أمام هذا المصرف.
2180,corpus-6-test-corpus-26-train,سأصل في التاسع من مارس وأغادر في الرابع عشر .,سأصل في التاسع من مارس وأغادر في الرابع عشر.
2205,corpus-6-test-corpus-26-train,هذا غال قليلاً ، ألا تعتقد ؟,هذا غال قليلاً ، ألا تعتقد ؟
2235,corpus-6-test-corpus-26-train,هل لديك كعب ؟,هل لديك كعب ؟
2236,corpus-6-test-corpus-26-train,أين المحطة النهائية للحافلة ؟,أين المحطة النهائية للحافلة ؟
2238,corpus-6-test-corpus-26-train,هل تريد بالحلويات ؟,هل تريد بالحلويات ؟
2302,corpus-6-test-corpus-26-train,هل تتحدث ؟,هل تتحدث ؟
2306,corpus-6-test-corpus-26-train,الشيء نفسه لي ، من فضلك .,الشيء نفسه لي ، من فضلك.
2318,corpus-6-test-corpus-26-train,طلبي لم يأت .,طلبي لم يأت.
2324,corpus-6-test-corpus-26-train,هناك الكثير من الينابيع الحارة .,هناك الكثير من الينابيع الحارة.
2329,corpus-6-test-corpus-26-train,من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .,من فضلك غير خمسين آلاف ين إلى دولارات أمريكي
2338,corpus-6-test-corpus-26-train,هذا حسن بالنسبة لي . في الواقع أحب أن أدخن .,هذا حسن بالنسبة لي. في الواقع أحب أن أدخن 
2347,corpus-6-test-corpus-26-test,أين يمكنني أن أشتري زلاجات وأحذية ؟,أين يمكنني أن أشتري زلاجات وأحذية ؟
2353,corpus-6-test-corpus-26-dev,هل نسيت مشروباتنا ؟,هل نسيت مشروباتنا ؟
2368,corpus-6-test-corpus-26-test,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق 
2381,corpus-6-test-corpus-26-train,أريد كوباً من الخمر الأحمر .,أريد كوباً من الخمر الأحمر.
2389,corpus-6-test-corpus-26-train,فقط إذا كانت ملكك ، سيدي . هاها ، مزحة صغيرة .,فقط إذا كانت ملكك ، سيدي. هاها ،
2401,corpus-6-test-corpus-26-train,بالتأكيد . كيف يمكننا خدمتك ؟,بالتأكيد. كيف يمكننا خدمتك ؟
2412,corpus-6-test-corpus-26-dev,لدينا بيرة ، وويسكي ، وبراندي ، وجن ، وفودكا ، وخمر .,لدينا بيرة ، وويسكي ، وبراندي ، وجن 
2425,corpus-6-test-corpus-26-train,تحقيق شخصية . آه ، هل جواز السفر ينفع ؟,تحقيق شخصية. آه ، هل جواز السفر ينفع ؟
2428,corpus-6-test-corpus-26-train,رقم غرفتي هو ثلاثة ستة وعشرين . هل يمكن أن تأخذ الغسيل ؟,رقم غرفتي هو ثلاثة ستة وعشرين. هل ي
2440,corpus-6-test-corpus-26-train,سأرى ما إذا كان أي منها يناسبني .,سأرى ما إذا كان أي منها يناسبني.
2441,corpus-6-test-corpus-26-train,أريد غلاية .,أريد غلاية.
2445,corpus-6-test-corpus-26-train,أحضر لي بعض من الجبن المبشور .,أحضر لي بعض من الجبن المبشور.
2462,corpus-6-test-corpus-26-train,هل يمكن أن أحصل على قمصاني نظيفة غداً صباحاً ؟,هل يمكن أن أحصل على قمصاني نظيفة غداً صباح
2476,corpus-6-test-corpus-26-train,هل لك أن تطلب منه أن يعاود الاتصال بي ؟,هل لك أن تطلب منه أن يعاود الاتصال بي ؟
2490,corpus-6-test-corpus-26-train,لماذا إذاً ؟,لماذا إذاً ؟
2492,corpus-6-test-corpus-26-train,عذراً . هل يوجد محل كتب قريب من هنا ؟,عذراً. هل يوجد محل كتب قريب من هنا ؟
2496,corpus-6-test-corpus-26-test,أعتقد أنك ارتكبت خطأً . الغرفة دفع ثمنها مسبقاً . معي إيصال .,أعتقد أنك ارتكبت خطأً. الغرفة دفع ثمنها
2505,corpus-6-test-corpus-26-train,الحافلة هناك .,الحافلة هناك.
2516,corpus-6-test-corpus-26-train,أريد لفتان من ISO مائة ، فيلم ملون ، ستة وثلاثين لقطة ، من فضلك .,أريد لفتان من ISO مائة ، فيلم ملون ، ستة
2519,corpus-6-test-corpus-26-train,أود أن أصرف هذا الشيك بسبعين دولاراً .,أود أن أصرف هذا الشيك بسبعين دولاراً.
2521,corpus-6-test-corpus-26-train,أود أن أشتري طوابع لعشرة بطاقات بريدية إلى اليابان ، من فضلك .,أود أن أشتري طوابع لعشرة بطاقات بريدية إلى الي
2528,corpus-6-test-corpus-26-train,هل توجد مصارف بالقرب من المحطة ؟,هل توجد مصارف بالقرب من المحطة ؟
2531,corpus-6-test-corpus-26-train,أخشى أن يكون هناك خطأ في الفاتورة .,أخشى أن يكون هناك خطأ في الفاتورة.
2552,corpus-6-test-corpus-26-test,إنه صحيح هنا .,إنه صحيح هنا.
2557,corpus-6-test-corpus-26-train,واحد شيزبرجر لكي أذهب ، من فضلك .,واحد شيزبرجر لكي أذهب ، من فضلك.
2578,corpus-6-test-corpus-26-test,لم يعد بإمكانك حقيقةً أن تقوم بعمل تصميم دون كمبيوتر بعد الآن .,لم يعد بإمكانك حقيقةً أن تقوم بعمل تصميم دون كمبيوت
2591,corpus-6-test-corpus-26-train,أجري .,أجري.
2601,corpus-6-test-corpus-26-train,هناك قطع في بلوزتي . أتساءل هل يمكنك أن تخيطيه لي ، من فضلك ؟,هناك قطع في بلوزتي. أتساءل هل يمكنك أن
2613,corpus-6-test-corpus-26-dev,كم الأجرة إلى مانشستر ؟,كم الأجرة إلى مانشستر ؟
2643,corpus-6-test-corpus-26-train,هل يمكن أن تقرضني سلك إمداد ؟,هل يمكن أن تقرضني سلك إمداد ؟
2644,corpus-6-test-corpus-26-train,أين يمكنني أن أشتري حصيرة للشاطئ ؟,أين يمكنني أن أشتري حصيرة للشاطئ ؟
2670,corpus-6-test-corpus-26-test,إذاَ ، من فضلك أعطني حجزاً جديداً .,إذاَ ، من فضلك أعطني حجزاً جديداً 
2676,corpus-6-test-corpus-26-train,أعطني قطعة لحم الخنزير هذه ، ولكن ليس بسمك تلك .,أعطني قطعة لحم الخنزير هذه ، ولكن 
2678,corpus-6-test-corpus-26-train,سنأتي في السابعة .,سنأتي في السابعة.
2687,corpus-6-test-corpus-26-train,عندما أرى الأسعار بهذا الرخص ، يبدو الأمر سخيفاً أن أشتري أي شيء في اليابان .,عندما أرى الأسعار بهذا الرخص ، يبدو الأمر سخيفاً
2690,corpus-6-test-corpus-26-train,سرقت سجلاتي ، أيضاً .,سرقت سجلاتي ، أيضاً.
2695,corpus-6-test-corpus-26-train,مخروط من الأيس كريم الفانيليا ، من فضلك .,مخروط من الأيس كريم الفانيليا ، من فضلك.
2702,corpus-6-test-corpus-26-train,أوافق . يجب أن تصبح طبيعية جداً .,أوافق. يجب أن تصبح طبيعية جداً.
2704,corpus-6-test-corpus-26-train,لاحظ الفجوة ، لاحظ الفجوة ، ثم قرب الأبواب ، من فضلك .,لاحظ الفجوة ، لاحظ الفجوة ، ثم قرب الأب
2707,corpus-6-test-corpus-26-train,سأحتاج إلى بطاقة ائتمان .,سأحتاج إلى بطاقة ائتمان.
2708,corpus-6-test-corpus-26-dev,تفضل الرقم .,تفضل الرقم.
2715,corpus-6-test-corpus-26-test,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك .,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك
2726,corpus-6-test-corpus-26-train,من فضلك أعطني تقريراً عن الحادث .,من فضلك أعطني تقريراً عن الحادث.
2729,corpus-6-test-corpus-26-train,لا ، أشكرك حالياً .,لا ، أشكرك حالياً.
2734,corpus-6-test-corpus-26-train,حسنا ، ابق على الخط . سيد/ ناكاجيما ، الآنسة/ سايتو يبدو أنها لا ترد على المكالمة . هل تريدني أن أتصل عليها فترة أطول ؟,حسنا ، ابق على الخط. سيد/ ناكاجيما
2736,corpus-6-test-corpus-26-dev,ربما ، ولكن ينبغي أن ندرس كلا على حدا .,ربما ، ولكن ينبغي أن ندرس كلا على حدا
2747,corpus-6-test-corpus-26-train,يبدو أنها نادرة جداً .,يبدو أنها نادرة جداً.
2748,corpus-6-test-corpus-26-train,أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟,أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟
2760,corpus-6-test-corpus-26-train,شيء خطأ مع حقيبتك .,شيء خطأ مع حقيبتك.
2765,corpus-6-test-corpus-26-train,هل هذا سيفسد ؟,هل هذا سيفسد ؟
2772,corpus-6-test-corpus-26-train,لا ، شكراً . من الأفضل أن لا أشرب المزيد .,لا ، شكراً. من الأفضل أن لا أشرب المزيد.
2808,corpus-6-test-corpus-26-train,من فضلك أخبرني عن بعض الشوارع المناسبة للتسوق .,من فضلك أخبرني عن بعض الشوارع المناسبة للتسوق.
2811,corpus-6-test-corpus-26-dev,هل هذه الحافلة تذهب إلى فندق هيلتون ؟,هل هذه الحافلة تذهب إلى فندق هيلتون ؟
2816,corpus-6-test-corpus-26-train,الآن ، هذه اللوحة خاصة جداً . رسمها تسوروتارو كاتاأوكا . إنه معروف بأنه فنان عالمي .,الآن ، هذه اللوحة خاصة جداً. رسمها 
2850,corpus-6-test-corpus-26-train,لدي تقدير كبير للموسيقى الكلاسيكية .,لدي تقدير كبير للموسيقى الكلاسيكية.
