MSA,Moroccan,lang
" في إحدى الليالي الباردة، طرقت امرأة باب الفندق وسألت البواب ""هل يمكنك أن تعطني اثنين لليلة؟"" فأجابها البواب بابتسامة ودودة ""بالطبع، يمكننا توفير غرفة مزدوجة لكما"". شكرته المرأة وأخبرته بأنها وزوجها يحتفلان بذكرى زواجهما العاشرة. في الصباح التالي، تركت المرأة ملاحظة شكر عند الاستقبال وغادرت الفندق مع زوجها وقد بدت عليهما علامات السعادة والرضا. "," في واحد الليلة شتاء، واحد المرا دقات على باب الفندق وسولت البواب ""واش يمكن ليك تعطيني جوج لليلة؟"" البواب تبسم وقال ليها ""أكيد، يمكن لينا نعطيوكم شي غرفة دوبل"". المرا عطاتو الشكر وقالت ليه بللي هي وراجلها كيحتافلو بعشر سنين ديال زواج. فالصباح لي بعدو، خلات المرا ورقة شكر عند الاستقبال وغادرات الفندق مع راجلها وكان باين عليهم الفرح والرضا. ",Moroccan
 في يومٍ صيفي حار، اكتشف السيد خالد أن شركة التأمين الخاصة به قد تعرضت للسرقة. استشاط غضباً وقرر أن يبلغ الشرطة على الفور. بعد التحقيق، تبين أن الموظف الجديد كان وراء الحادثة. استعاد خالد الأموال المسروقة وشعر بالامتنان لسرعة استجابة الشرطة. , فوقت من الصيف شاد شوب، السي خالد كشف بللي شركة ديالو للتأمين تعرضات لسرقة. طلع ليه الدم وقرر يبلغ البوليس بلا تأخير. بعد التحقيق، تبين بللي الموظف الجديد هو لي دار السرقة. السي خالد استرجع الفلوس لي تسرقو وحس بالامتنان للبوليس لي جاو سريع. ,Moroccan
 بما أنني غير ماهر باستخدام الكاميرا، فقد قررت شراء واحدة جديدة تتميز بالبساطة وسهولة الاستخدام. وبعد البحث والمقارنة، وجدت النوع المثالي الذي يلبي احتياجاتي. لقد كانت النتائج مذهلة، فقد تمكنت من التقاط صور رائعة دون عناء. وبفضل هذه الكاميرا، أصبحت التصوير هوايتي المفضلة وطورت مهاراتي بشكل كبير. , حيت أنني ماشي ماهر بزاف في استعمل الكاميرا، قررت نشري وحدة جديدة ساهلة فالاستعمال. من بعد ما دورت وقارنت، لقيت النوع لي كيجاوب ليا. النتائج كانو مدهلين، قدرت نصور صور زوينة بلا مجهود. وبهاد الكاميرا، ولى التصوير هوايتي المفضلة وتحسنت فيه بزاف. ,Moroccan
" وصل الشاب المسافر إلى المحطة متأخرًا، ولم يعرف إن كان قد اختار الرصيف الصحيح. سأل أحد المارة: ""هل هذا هو الرصيف الصحيح لنيويورك؟"" فأجابه الرجل مبتسمًا وأشار إلى القطار الذي كان يستعد للانطلاق. شعر الشاب بالارتياح وصعد القطار في اللحظة الأخيرة، متجهًا نحو مغامرته الجديدة في نيويورك. "," واحد الشاب اللي كان غادي لنيويورك وصل لمحطة معطل وما عارفش واش هادا هو الرصيف الصحيح. سول واحد السيد: ""واش هذا هو الرصيف لنيويورك؟"" الراجل ضحك وقاليه آه وشير ليه للقطار لي كان غادي يمشي. الشاب حس بالراحة وركب القطار فلحظة الأخيرة، متوجه لمغامرتو الجديدة في نيويورك. ",Moroccan
 في يوم مشمس جميل، قرر أحمد استغلال إجازته والذهاب في رحلة إلى الشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، قام ببناء قلعة رملية عظيمة وشارك في مباراة كرة طائرة. عاد إلى المنزل مع شعور بالسعادة والاسترخاء الذي طال انتظاره. , فنهار شمسي زوين، أحمد قرر يستاغل عطلتو ويمشي للبلاج. استمتع بعطلتك، گالت ليه أمو ملّي كانت كتودعو. فالبلاج، درا قصر رملي كبير وشارك فماتش كورة الطاير. رجع لدار مع شعور ديال الفرحة والراحة لي كان كيتسنى. ,Moroccan
 كان هناك رجل يبحث عن شاش ليصلح خيمته. فذهب إلى السوق ليجد بائعاً متخصصاً. وجد الرجل الشاش المناسب وبسعر جيد. فاشتراه وعاد ليصلح الخيمة بنفسه. , كان كاين راجل بغا يجيب شي شاش باش يصلح خيمتو. مشى للسوق باش يلقى شي بائع مختص. لقى الشاش لي بغا وبثمن مزيان. شراه ورجع يصلح الخيمة بيديه. ,Moroccan
 كان هناك رجل جائع جداً، فقرر أن يطلب بطاطس مشوية من مطعمه المفضل. وعندما وصلت البطاطس، وجدها مغطاة بقشدة حامضة شهية. استمتع بكل قضمة، وشعر بالرضا التام. ومنذ ذلك الحين، أصبحت البطاطس المشوية وجبته المفضلة. , كان كاين واحد مجوع بزاف، قرر يطلب بطاطا مشوية من المطعم اللي كيعجبو. وملي وصلات البطاطا، لقاها مغطية بكريمة حامضة لذيذة. استمتع بكل قضمة، وحس برضى كبير. ومن ديك الساعة، ولات البطاطا المشوية الأكلة المفضلة ديالو. ,Moroccan
 كان هناك رجل ينظر إلى ساعته كل عشر دقائق بقلق شديد. كان ينتظر مقابلة مهمة ستغير مجرى حياته. مع مرور الوقت، بدأ يشعر بالتوتر والقلق يزداد. وأخيراً، وصل الشخص المنتظر وابتسم الرجل بارتياح. , كان كاين شي واحد كيشوف في ساعتو كل عشر دقائق وهو مضطرب بزاف. كان كيتسنى موعد مهم غادي يبدل حياتو. مع دوزان الوقت، بدا يحس بالقلق كيتزاد. أخيراً، جا الشخص لي كان كيتسناه والراجل تبسم بارتياح. ,Moroccan
" وصل الشاب إلى الكافيتيريا جائعاً، وطلب من النادل: ""واحد هامبرجر وواحد شيز برجر، من فضلك"". وبينما كان ينتظر، شاركه صديق قديم الطاولة وتبادلا الأحاديث. ضحكا ملء الصدر وتناولا الطعام معاً بسعادة، فالطعام يجمع الأصدقاء دائماً. "," الشاب دخل لقهوة كيجوع وقال للسرباي: ""بغيت واحد هامبرجر وواحد شيز برجر، عافاك"". وهو كيتسنى، جا صاحبو القديم جلس معاه فوق الطابلة ودارو حديث. ضحكو بالزاف وكلو مع بعضياتهم بفرحة، حيت الأكل كيجمع الأصدقاء ديما. ",Moroccan
" جاء أحمد إلى الاستوديو مبكرًا ليطور صور الفيلم. سأله المدير: ""كم تتقاضى لتطبيق صور الفيلم؟"" فأجاب أحمد بثقة: ""أتقاضى مائة دولار لكل ساعة عمل."" وافق المدير على الفور وأشاد بمهارة أحمد. "," أحمد مشى للأستوديو بكري باش يصاوب صور الفيلم. المدير سولو: ""شحال كتاخد باش تصاوب صور الفيلم؟"" جاوب أحمد بثيقة: ""كناخد مية دولار لكل ساعة خدمة."" المدير قبل مباشرة ومدح في خدمة أحمد. ",Moroccan
 كلا منا يريد أن يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصدقاء الذهاب إلى مطعم فاخر. بعد الانتهاء من تناول الطعام، أصر كل منهم على دفع الفاتورة. تطور الأمر إلى موقف محرج حيث تسابق الجميع لإخراج محافظهم. , كل واحد فينا باغي يخلص على وجبتو. فنهار، قررت شي جماعة ديال صحاب يمشيو لشي مطعم فاخر. ملّي سالاو من الأكل، كل واحد فيهم تسابق باش يخلص الحساب. وتقلب الموقف لموقف محرج بزاف وهوما كيتسابقو يجبدو المحافظ ديالهم. ,Moroccan
 استيقظ أحمد مبكراً ليدفع الفاتورة كما وعد. وجد الشوارع خالية والجو بارداً. دخل المحل وسلم النقود للبائع بابتسامة. شعر بالرضا لأنه أوفى بوعده. , أحمد فاق بكري باش يخلص الفاتورة بحال ما وعد. لقا الزناقي خاويين والجو بارد. دخل الحانوت وعطى الفلوس للبايع بابتسامة. حس براحة حيت نفذ الوعد ديالو. ,Moroccan
" كان أحمد ينوي الذهاب إلى السوق لشراء بعض الحاجيات. صادف في طريقه جاره محمد، فاقترح عليه محمد الذهاب معًا. وافق أحمد على الفكرة مبتسمًا، وقال ""إني ذاهب إلى هناك، أيضا. ما رأيك أن نأخذ سيارة أجرة معًا؟"". فتشاركا الرحلة وتبادلا الأحاديث الشيقة طوال الطريق. "," كان أحمد غادي للسوق باش يشري شوية ديال الضروريات. فالطريق تلاقى مع جارو محمد، وباش يوفرو فالوقت، محمد عرض عليه يمشيو معا. أحمد ضحك ووافق، وقال ""راني غادي لتماك، حتى أنا. واش ما نديروش طاكسي معا؟"". وهكاك دازو الطريق كيتجاذبو الأحاديث. ",Moroccan
" جاء خالد إلى منزل صديقه أحمد وتلقى ترحيبًا حارًا. ""تفضل كرسي وخذ راحتك. هل أتي لك بشيء لتشربه؟ قهوة، شاي أم صودا؟"" قال أحمد بابتسامة. اختار خالد قهوة فاخرة وجلسا يتحدثان عن ذكريات الطفولة. انتهى اليوم بشعور عميق من الصداقة والألفة. "," جا خالد لدار صاحبو أحمد وتوصل بترحاب حار. ""تفضل الكرسي وخود راحتك. بغيتي نجيب لك شي حاجة تشرب؟ قهوة، أتاي ولا سودا؟"" قال أحمد بابتسامة. خالد اختار القهوة الفاخرة وقعدو يهدرو على أيام الزمان. سالا اليوم بإحساس قوي ديال الصحبة والمعزة. ",Moroccan
" في يوم مشمس، قال الطفل لوالدته: ""أنه شيء رائع منك أن تقولي ذلك"". فابتسمت الأم بحنان وعانقته بقوة. شعر الطفل بالسعادة والأمان في أحضان أمه. ومنذ ذلك اليوم، وعدا نفسيهما أن يشاركا مشاعرهما الإيجابية دائمًا. "," فنهار مشرق، الولد قال لمه: ""هاد الشي زوين منك باش تگولي هاكا"". الأم ضحكات بحنان وعنقاتو بقوة. الولد حس بالفرحة والأمان فحضن مه. ومن ديك الساعة، واعدين راسهم يبقاو ديما كيشاركو المشاعر الزوينة. ",Moroccan
 المكان كان على كرسي في البهو. وجدت سيدة حقيبة جلدية متروكة خلف الكرسي. نادت الحارس ليتحرى عن صاحب الحقيبة. بعد ساعات، جاء رجل مسرعاً يبحث عن حقيبته المفقودة وشكر الجميع على أمانتهم. , البلاصة كانت فوق كرسي فالرواق. واحدة مدام لقات صاك جلدي تْخلى مور الكرسي. صوتت على الگاردي باش يتسائل على مول الصاك. شي ساعات وجا واحد كيجري كيقلب على صاكو اللي تفقد وشكر الناس كاملين على نزاهتهم. ,Moroccan
 في مطعم راقي، طلب أحمد طبق لحم بقري مشوي. وبينما هو ينتظر، شعر بعبق البهارات المنبعث من المطبخ. جاء النادل حاملاً الطبق المُعد بعناية، وعندما تذوق أحمد اللحم، أغمض عينيه مستمتعاً بالنكهة الرائعة. ترك أحمد بقشيشاً سخياً شاكراً الطاهي على مهارته الفائقة. , فواحد الريسطوران فخم، أحمد طلب طبق ديال اللحم البقري المشوي. وهو كيتسنى، شم ريحة البزار اللي خارجة من الكوزينة. الكارسون جاب الطبق لي توجد بالزربة، وملي ذاق أحمد اللحم، سد عينيه كيتمتع بالطعمة الزوينة. أحمد عطا شي بكشيش مزيان شكراً للكوك على مهارتو العالية. ,Moroccan
" كان الجميع في البيت يستعدون لقدوم الضيوف. قامت الأم بطهي الأطباق الشهية والحلويات، بينما كان الأب يزين الصالون. سألت الجدة بفضول: ""ستكون المائدة جاهزة؟"" فأجاب الجميع بصوت واحد: ""نعم، ستكون جاهزة في الوقت المحدد"". "," كولشي فدار كان كيوجد باش يستقبلو الضياف. الأم دارت الطياب والحلويات، والبا كان كيزوق الصالون. الجدة سولت بفضول: ""غادي تكون المائدة واجدة؟"" جاوبو كاملين بصوت واحد: ""إيه، غادي تكون واجدة فالوقت لي حددنا"". ",Moroccan
