MSA,Yemeni,lang
 في يوم مشمس جميل، قرر أحمد استغلال إجازته والذهاب في رحلة إلى الشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، قام ببناء قلعة رملية عظيمة وشارك في مباراة كرة طائرة. عاد إلى المنزل مع شعور بالسعادة والاسترخاء الذي طال انتظاره. , في يوم مشرق وحلو، أحمد قرر يستفيد من إجازته ويذهب للشاطئ. استمتع بإجازتك، قالت له أمه وهي تودعه. على الشاطئ، بنى قلعة من الرمل كبيرة وشارك في لعبة كرة طائرة. رجع للبيت مع شعور بالفرحة والاسترخاء الذي كان ينتظره.,Yemeni
 كان هناك رجل يبحث عن شاش ليصلح خيمته. فذهب إلى السوق ليجد بائعاً متخصصاً. وجد الرجل الشاش المناسب وبسعر جيد. فاشتراه وعاد ليصلح الخيمة بنفسه. , كان في ريّال يريد يشتري شوية شاش ليصلح بها خيمته. ذهب إلى السوق ليجد بائع يبيعه. وجد الشاش اللي يريده وبسعر مناسب. اشتراه ورجع يصلح الخيمة بيده.,Yemeni
 كان هناك رجل جائع جداً، فقرر أن يطلب بطاطس مشوية من مطعمه المفضل. وعندما وصلت البطاطس، وجدها مغطاة بقشدة حامضة شهية. استمتع بكل قضمة، وشعر بالرضا التام. ومنذ ذلك الحين، أصبحت البطاطس المشوية وجبته المفضلة. , كان هناك واحد جعان جداً، فقرر يطلب بطاطس مشوية من مطعمه المحبوب. ولما وصلت البطاطس، لقى عليها قشدة حامضة لذيذة. استمتع بكل لقمة، وشعر بالرضا التام. ومن ذاك اليوم، صارت البطاطس المشوية أكلته المفضلة.,Yemeni
 كان هناك رجل ينظر إلى ساعته كل عشر دقائق بقلق شديد. كان ينتظر مقابلة مهمة ستغير مجرى حياته. مع مرور الوقت، بدأ يشعر بالتوتر والقلق يزداد. وأخيراً، وصل الشخص المنتظر وابتسم الرجل بارتياح. , كان فيه واحد يشوف ساعته كل عشر دقائق وهو مليان قلق. كان مستني مقابلة مهمة حتغير حياته. الوقت يمر والتوتر والهم بيزيدوا عليه. وفي الأخير، وصل الشخص اللي كان ينتظره والرجل ابتسم وارتاح.,Yemeni
" وصل الشاب إلى الكافيتيريا جائعاً، وطلب من النادل: ""واحد هامبرجر وواحد شيز برجر، من فضلك"". وبينما كان ينتظر، شاركه صديق قديم الطاولة وتبادلا الأحاديث. ضحكا ملء الصدر وتناولا الطعام معاً بسعادة، فالطعام يجمع الأصدقاء دائماً. "," الشاب دخل المطعم وكان شديد الجوع، وقال للجرسون: ""عايز واحد هامبرجر وواحد شيز برجر، لو سمحت"". وهو قاعد ينتظر، انضم إليه صديقه القديم على الطاولة وتبادلوا الحديث. ضحكوا من صميم قلوبهم وتناولوا الطعام معاً بفرح، لأن الطعام يجمع الأصحاء دائماً.",Yemeni
" جاء أحمد إلى الاستوديو مبكرًا ليطور صور الفيلم. سأله المدير: ""كم تتقاضى لتطبيق صور الفيلم؟"" فأجاب أحمد بثقة: ""أتقاضى مائة دولار لكل ساعة عمل."" وافق المدير على الفور وأشاد بمهارة أحمد. "," أحمد جاء للاستوديو باكر ليضبط صور الفيلم. المدير سأله: ""كم تأخذ لتضبط صور الفيلم؟"" أحمد رد بثقة: ""أخذ مئة دولار لكل ساعة شغل."" المدير وافق حالاً وامتدح مهارة أحمد.",Yemeni
 كلا منا يريد أن يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصدقاء الذهاب إلى مطعم فاخر. بعد الانتهاء من تناول الطعام، أصر كل منهم على دفع الفاتورة. تطور الأمر إلى موقف محرج حيث تسابق الجميع لإخراج محافظهم. , كل واحد منا يريد يحاسب على وجبته. في يوم من الأيام، قررت مجموعة من الأصحاب يروحوا لمطعم فاخر. بعد ما انتهوا من الأكل، كل واحد منهم أصر يدفع الحساب. وتحول الموقف لموقف محرج والكل سابق بعض يطلعوا محافظهم.,Yemeni
 استيقظ أحمد مبكراً ليدفع الفاتورة كما وعد. وجد الشوارع خالية والجو بارداً. دخل المحل وسلم النقود للبائع بابتسامة. شعر بالرضا لأنه أوفى بوعده. , أحمد قام بدري باش يدفع الفاتورة زي ما وعده. لقى الشوارع فاضية والجو بارد. دخل الدكان وسلم القروش للبايع وابتسم. حس بالرضا لأنه استوفى بوعده.,Yemeni
" كان أحمد ينوي الذهاب إلى السوق لشراء بعض الحاجيات. صادف في طريقه جاره محمد، فاقترح عليه محمد الذهاب معًا. وافق أحمد على الفكرة مبتسمًا، وقال ""إني ذاهب إلى هناك، أيضا. ما رأيك أن نأخذ سيارة أجرة معًا؟"". فتشاركا الرحلة وتبادلا الأحاديث الشيقة طوال الطريق. "," كان أحمد ماشي للسوق يشتري شوية أغراض. وفي الطريق لقى جاره محمد، فمحمد عرض عليه يروحوا سوا. أحمد ابتسم ووافق، وقال ""أنا بعد رايح هناك. إيش رأيك نأخذ باص سويّة؟"". ومشوا سوا وتسامروا طول الطريق.",Yemeni
" جاء خالد إلى منزل صديقه أحمد وتلقى ترحيبًا حارًا. ""تفضل كرسي وخذ راحتك. هل أتي لك بشيء لتشربه؟ قهوة، شاي أم صودا؟"" قال أحمد بابتسامة. اختار خالد قهوة فاخرة وجلسا يتحدثان عن ذكريات الطفولة. انتهى اليوم بشعور عميق من الصداقة والألفة. "," جاء خالد لبيت صاحبه أحمد واستقبله بترحاب حار. ""تفضل الكرسي وارتاح. تشتي أجيب لك شي تشربه؟ قهوة، شاي ولا صودا؟"" قال أحمد وهو يبتسم. اختار خالد قهوة ممتازة وقعدوا يتذاكروا حكاوي الصغر. انتهى اليوم بشعور عميق من الرفاقة والأنس.",Yemeni
" في يوم مشمس، قال الطفل لوالدته: ""أنه شيء رائع منك أن تقولي ذلك"". فابتسمت الأم بحنان وعانقته بقوة. شعر الطفل بالسعادة والأمان في أحضان أمه. ومنذ ذلك اليوم، وعدا نفسيهما أن يشاركا مشاعرهما الإيجابية دائمًا. "," في يوم مشمس، الصبي قال لأمه: ""إنه شيء جميل منك تقولي هكذا"". الأم ابتسمت بحنان وعانقته بقوة. الصبي حس بالفرح والأمان في حضن أمه. ومن ذاك اليوم، وعدا بعضهم يشاركوا دايماً مشاعرهم الطيبة.",Yemeni
 المكان كان على كرسي في البهو. وجدت سيدة حقيبة جلدية متروكة خلف الكرسي. نادت الحارس ليتحرى عن صاحب الحقيبة. بعد ساعات، جاء رجل مسرعاً يبحث عن حقيبته المفقودة وشكر الجميع على أمانتهم. , المكان كان على كرسي في البهو. وحده امرأة لقت حقيبة جلد متروكة وراء الكرسي. نادت الحارس يسأل عن صاحب الحقيبة. بعد ساعات، جاء رجل يجري يبحث عن حقيبته المفقودة وشكر الناس على أمانتهم.,Yemeni
 في مطعم راقي، طلب أحمد طبق لحم بقري مشوي. وبينما هو ينتظر، شعر بعبق البهارات المنبعث من المطبخ. جاء النادل حاملاً الطبق المُعد بعناية، وعندما تذوق أحمد اللحم، أغمض عينيه مستمتعاً بالنكهة الرائعة. ترك أحمد بقشيشاً سخياً شاكراً الطاهي على مهارته الفائقة. , في مطعم فخم، طلب أحمد صحن لحم بقر مشوي. وهو قاعد ينتظر، شم رائحة البهارات الحلوة اللي طالعة من المطبخ. الجرسون جاب الصحن المجهز بحرص، ولما ذاق أحمد اللحم، قفل عيونه مستمتع بالطعم الفريد. أحمد عطى بقشيش كريم معبرًا عن شكره للطباخ على إبداعه العظيم.,Yemeni
" كان الجميع في البيت يستعدون لقدوم الضيوف. قامت الأم بطهي الأطباق الشهية والحلويات، بينما كان الأب يزين الصالون. سألت الجدة بفضول: ""ستكون المائدة جاهزة؟"" فأجاب الجميع بصوت واحد: ""نعم، ستكون جاهزة في الوقت المحدد"". "," كلهم في البيت كانوا يستعدوا لجية الضيوف. الأم عملت أطباق شهية وحلويات، والأب كان يزين القاعة. الجدة سألت بفضول: ""حتكون المائدة جاهزة؟"" الكل جاوبوا بصوت واحد: ""إي نعم، حتكون جاهزة في الوقت المحدد"".",Yemeni
