MSA,Algerian,lang
 في يوم من الأيام، وجد أحمد عملة نادرة وقيمتها دولاران لكل واحدة. قرر بيعها في المزاد العالمي. تجمع الناس من كل مكان لرؤية العملة النادرة. وفي النهاية، بيعت العملة بألف دولار. , في نهار، لقى أحمد سكة نادرة وتساوي دولارين للواحدة. قرر يبيعها في مزاد عالمي. الناس تجمعوا من كل بلاصة باش يشوفو السكة النادرة. وفي الأخير، بيعت السكة بألف دولار. ,Algerian
 لقد تأكدنا جميعا من أن الكراسات قد أرسلت إليكم عن طريق البريد. في اليوم التالي، كان الجميع في المكتب يترقبون وصول الرد. لكن مرت الأيام ولم تأت أي إشارة من المستلم. وأخيرًا، بعد أسبوعين، وصلت برقية تؤكد استلام الكراسات وشكرهم على المحتوى القيم. , كامل تأكدنا بلي الدفاتر ترسلتلكم عبر البريد. اليوم الي بعدو، كل واحد في الإدارة كان يتسنى في الرد. ولكن مرقت الأيام وما جانا حتى إشارة من الي استلم. وأخيرًا، بعد جوج سيمانات، وصلتنا برقية تأكد استلام الدفاتر وشكرونا على المحتوى المفيد. ,Algerian
 في أحد الأيام، وجد حسام أن الكاشفات الخلفية لسيارته لا تعمل. قرر أن يفحص المشكلة بنفسه قبل الذهاب إلى الورشة. بعد فحص دقيق، اكتشف أن هناك فقط مصباح محترق. استبدله حسام وعادت الكاشفات لتعمل بكفاءة. , واحد النهار، حسام لقى بلي الفوانيس الخلفية ديال الطوموبيل ما كاينش يخدمو. قرر يشوف الخلل بنفسه قبل لا يروح للورشة. ولما دقق مليح، اكتشف بلي كاين غير مصباح محروق. بدّلو حسام والفوانيس رجعو يخدمو مليح. ,Algerian
 ذهب يوسف إلى السوق ليشتري قفازات جلدية. وجد محلاً يعرض أنواعاً مختلفة وطلب من البائع أن يريه بعضها. جرب يوسف عدة قفازات حتى وجد الزوج المناسب. شعر بالرضا عندما اشترى القفازات الجلدية المثالية. , يوسف راح للسوق باش يشري قفازات جلدية. لقى حانوت فيه بزاف الأنواع وطلب من البائع يوريه شوية. بروبا يوسف بزاف ديال القفازات حتى لقى اللي يناسبو. حس بالرضا ملي شرا القفازات الجلدية لي عجبوهم. ,Algerian
 لقد تعطلت العربة في طريق ناء. استدعى أحمد الميكانيكي على الفور. وصل الميكانيكي بأدواته وبدأ بالعمل. بعد ساعة، عادت العربة للعمل مجدداً. , الكارة توقفت في طريق بعيد. أحمد صونا للميكانيكي ديراكت. الميكانيكي جا بزربية ديالو وبدا الخدمة. واحد الساعة ولا الكارة خدمت مرة أخرى. ,Algerian
 في يوم من الأيام كان هناك طفل يدعى يوسف يبلغ من العمر ست سنوات، كان يحب القراءة كثيرًا. ذهب يوسف مع والدته إلى المكتبة ليختار كتابًا مصورًا. وجد كتابًا عن المغامرات الفضائية وأحبه من النظرة الأولى. أصبحت قصص الفضاء موضوعه المفضل وكان يحلم بأن يصبح رائد فضاء. , فـ يوم من الأيام كان في ولد سمو يوسف عندو ست سنين، كيما يحب بزاف يقرا. يوسف مشى مع ماماه للمكتبة باش يشري كتاب فيه صور. لقى واحد الكتاب على الفضاء وعجبو بزاف من أول نظرة. دابا، روايات الفضاء ولات الشيء لي يحبه وكان يحلم يولي رائد فضاء. ,Algerian
 طلب أحمد من جاره محمود أن يحفظ له أشيائه الثمينة أثناء سفره. وافق محمود على ذلك بكل سرور واعدًا بأن يعتني بها كأنها له. لكن عندما عاد أحمد، وجد أن جاره قد انتقل إلى مدينة أخرى. شعر أحمد بخيبة أمل كبيرة، لكنه تعلم درسًا قيمًا عن الثقة. , أحمد سول جارو محمود باش يخلي عندو حوايجو الثمينة وقت ما يكون مسافر. محمود وافق بالفرحة وقالو غادي نحافظ عليهم كيما لو كانو حوايجي. ولكن، كي رجع أحمد، لقى بلي محمود راح لمدينة أخرى. حس بالخيبة أحمد وتعلم درس في الثقة. ,Algerian
 مرحباً هاري. أشكرك على دعوتك لنا. استقبل هاري الضيوف بحفاوة وأعد لهم مأدبة طعام شهية. تبادل الجميع الأحاديث والذكريات، وكان الجو مليئًا بالضحك والسرور. في نهاية الليل، شكر الضيوف هاري على كرمه ووعدوا بتكرار الزيارة. , مرحبا بيك هاري. شكرا على الدعوة تاعك. هاري استقبل الضياف بشوية وجدلهم واحد العشاء بنين. جماعة تبادلو الحديث والقصص، وكان الجو مليان بالضحك والفرح. فالآخر، الضياف شكرو هاري على جوده وقالو لازم نعاودو الزيارة. ,Algerian
 ذهب ماجد إلى المطعم الفرنسي الفاخر وطلب من النادل توصية لنوع نبيذ أبيض يتماشى مع وجبته. حسناً، أود أن أجرب النبيذ الأبيض، قال ماجد وهو يشير إلى القائمة. بعد أن تذوق النبيذ، وجد أن مذاقه رائع ويكمل الطعام بشكل مثالي. انتهى العشاء وماجد شعر بالسعادة من تجربته الجديدة وقرر أن يزور المطعم مرة أخرى. , ماجد مشى لريستوران فرنسي فخم وسول الغرسون يعطيه شوية نصائح على شراب النبيذ الأبيض لي يجي مع البلاتو ديالو. هاني، بغيت نجرب النبيذ الأبيض هذا، قال ماجد وهو يشير للميني. بعد ما ذاق النبيذ، تبان ليه بنين ويكمل الأكل بطريقة مليحة. العشا سالا وماجد حس بالفرحة من هاد التجربة الجديدة وحزم أمره يرجع للريستوران مرة أخرى. ,Algerian
 في ليلة مظلمة، قرر مجموعة من الأصدقاء زيارة السينما لمشاهدة فيلم رعب جديد. وبينما هم جالسون ينتظرون بدء العرض، شعروا بأجواء غامضة تحيط بهم. إنهم في السينما حتى وقتنا هذا، يندمجون مع أحداث الفيلم المثيرة. وبعد انتهاء الفيلم، خرجوا وهم يتحدثون عن مدى روعته ويخططون لزيارة أخرى. , في واحد الليلة ظلمة، قررت واحد الجماعة من الصحاب يروحوا السينما باش يتفرجوا في فيلم خوف جديد. وهوما جالسين يستناو الفيلم يبدا، حسوا بروح غريبة تدور عليهم. هوما دابا في السينما حتى لدابا، ماصيين مع الأحداث المشوقة ديال الفيلم. وكي سالا الفيلم، خرجوا كي يهدروا على قداش الفيلم كان عظيم ويخططوا لزيارة أخرى. ,Algerian
 في يومٍ مشمس، وجد علي حقيبةً في الطريق وبداخلها مبلغ كبير من المال. شعر بالحيرة فيما يجب أن يفعل، ولكن قرر في النهاية أن يبحث عن صاحب الحقيبة. بعد أيام من البحث، عثر علي على صاحب الحقيبة الذي كان يبحث عنها بقلق. سلمها له، وكان صاحبها ممتناً جداً لأمانته، وأخبره أن بها حوالي ألف دولار. , فوقتاش الشمس طالعة، لقى علي صاك فالطريق وفيه شوية دالفلوس. حار في روحو واش يدير، ولكن قرر يلقى صاحب الصاك. بعد أيام من البحث، تعرف على صاحب الصاك اللي كان كييس عليه. عطاه الصاك، وصاحبو كان هايل فرحان بصدقو، وقال لو أن فيه حوالي ألف دولار. ,Algerian
 في يومٍ مشمسٍ، قرر أحمد الذهاب في نزهة إلى الغابة. وبينما هو يمشي، تعثر بجذر شجرة وسقط أرضاً، وهنا أدرك أن خطأه كان عدم الانتباه للطريق. وقف ونفض الغبار عن ملابسه، وابتسم متقبلاً الدرس الذي تعلمه. , فوقت الشمس شاعلة، أحمد قرر يروح يتمشى في الغابة. وهو يمشي، تعكرز بجذر شجرة وطاح على الأرض، وهنايا فهم بلي الغلط كان منو حيت ما كانش حاضي الطريق. ناض ونفض التراب من على لبسة، وتبسم مقبل الدرس اللي تعلمو. ,Algerian
 وجد محمود نفسه بحاجة لمشابك الغسيل بعد أن تساقطت الأمطار. فقد كان ينشر الغسيل في الخارج ولم يتوقع هطول الأمطار. أسرع في جمع الملابس المبتلة ولكنه اكتشف أن المشابك لم تعد كافية. توجه إلى السوق لشراء مشابك جديدة ليتمكن من نشر الغسيل مجدداً. , محمود لقى روحو محتاج لبينات الغسيل بعد ما الشتا نزلت. كان حابس الحوايج برا وما توقعش يجي الشتا. دار بسرعة يجمع الثياب اللي تبلت لكن اكتشف بلي البينات ما يكفوش. مشى للسوق باش يشري بينات جدد باش يقدر يعلق الحوايج مرة أخرى. ,Algerian
" في أحد الأيام، سأل محمد صديقه أحمد عن مصدر الأقراص المدمجة التي يبيعها في متجره. فأجاب أحمد بابتسامة، ""هذه الأقراص مستوردة من بلدان عديدة لضمان جودة عالية."" ثم تحدثا عن كيفية تأثير الجودة على رضا الزبائن. وفي النهاية، قرر محمد أن يطلب دفعة من الأقراص المدمجة لمتجره. "," واحد النهار، محمد سقسى صاحبو أحمد وين جاب السي ديهات اللي يبيع في محلو. أحمد ضحك وقالو، ""هاذو السي ديهات راهم مجيبينهم من بزاف ديال الدول باش نضمنو الجودة العالية."" وبعد، دردشو على كيفاه الجودة تأثر على رضى الزبائن. وفي الآخر، محمد قرر يجيب دفعة من السي ديهات لمحلو. ",Algerian
 قرر أحمد أن يدرس المحادثة بالإنجليزية لتحسين لغته. انضم إلى دورة مكثفة وبدأ يمارس يوميًا مع زملائه. شعر بتحسن كبير في قدرته على التواصل. بعد عدة أشهر، أصبح قادرًا على إجراء محادثات معقدة بطلاقة. , أحمد قرر يقرا الحوار بالإنجليزية باش يحسّن لغتو. دخل لقسمة مكثفة وبدا يتدرب كل نهار مع صحابو. حس بتحسن بزاف في الكلام. ورا شهور، ولا قادر يدير حديث صعيب بالإنجليزية بلا مشكل. ,Algerian
 لقد قرأت مؤخرًا كتابًا يتحدث عن الشجاعة والإصرار. كانت الشخصية الرئيسية فتاة تواجه تحديات كثيرة ولكنها لم تستسلم أبدًا. في كل مرة تسقط، تنهض أقوى مما كانت عليه. الكتاب علمني أن الإرادة يمكن أن تغير الواقع. , قريت مؤخراً كتاب على الشجاعة و الإصرار. الشخصية المركزية كانت بنت تواجه تحديات بزاف ولكن ما استسلمتش. في كل مرة تطيح، تنوض أقوى من قبل. هذا الكتاب علمني بلي الإرادة تقدر تبدل الواقع. ,Algerian
 سافر أحمد إلى نيويورك ليبدأ عملاً جديداً، وقرر أن يقيم مع صديق قديم هناك. خلال إقامته، تعرف على ثقافة المدينة الفريدة وأصبح يحب الحياة فيها. عمل جاهداً وأصبح معروفاً في مجاله. ومع الوقت، استطاع أن يحصل على شقة خاصة به في قلب المدينة. , أحمد راح لنيويورك باش يبدا خدمة جديدة، وقرر يسكن مع صاحبو القديم تماك. وهو هناك، تعرف على ثقافة المدينة اللي هي فريدة وولف بيها. خدم بزاف وصار معروف في دومينو. ومع الوقت، تحصل على دار في وسط المدينة. ,Algerian
 إذا سأل أحد عني فأخبره بأني سوف أكون بالمقهى. ذهبت إلى المقهى المعتاد لأقابل صديقا قديما. جلست أنتظره وسط رائحة القهوة العربية الزكية. ولكن مرت الساعات ولم يأت صديقي كما وعد. في النهاية، قررت أن أغادر وأنا أشعر بخيبة أمل. , إذا سأل واحد عليا قول لو راني ح نكون في القهوة. مشيت للقهوة لي نروحلها ديما باش نتلاقى مع صاحبي القديم. قعدت نستناه وسط ريحة القهوة العربية الطيبة. لكن مرقت الوقت وما جاش صاحبي كيما واعد. فالآخر قررت نمشي وأنا مخيب روحي. ,Algerian
 أنا متأكد أني وضعتها بالجيب الداخلي للمعطف. ولكن عندما بحثت عنها، لم أجدها. شعرت بالقلق وبدأت بالبحث في كل مكان. وفي النهاية، وجدتها تحت الكرسي. , أنا متأكد حطيتها في لجيب الداخلي ديال القبعة. ولكن كي فتشت عليها، ما لقيتهاش. توترت وبديت نقلب في كل بلاصة. وفي الآخر، لقيتها تحت الكرسي. ,Algerian
" وجد أحمد نفسه في مدينة جديدة، وكان يحمل أمتعة ثقيلة. سأل أحمد الحارس: ""هل عندك مكان من الممكن أن أترك فيه أمتعتي؟"" فأشار الحارس إلى غرفة صغيرة خصصت لتخزين الأمتعة. شعر أحمد بارتياح كبير عندما ترك حقائبه وبدأ يستكشف المدينة بحرية. "," أحمد لقى روحو في بلاصة جديدة، وكان يشيل معاه أمتعة ثقيلة. سقسا الحارس: ""عندك بلاصة نقدر نخلي فيها أمتعتي؟"" الحارس شار لو على بيت صغير مخصوص لحفظ الأمتعة. أحمد حس براحة كبيرة لما خلا حوايجو وشد روحو يكتشف المدينة بلا هم. ",Algerian
 جئت إلى المدينة لأنجز مهمة مهمة. في أثناء تجولي، صادفت رجلاً يحتاج المساعدة. قررت أن أقدم له يد العون، فتأخرت عن عملي. في النهاية، كانت المساعدة التي قدمتها أهم من العمل الذي أتيت لأجله. , جيت للمدينة باش نكمل مهمة مهمة. وأنا نتمشى، قابلت واحد يحتاج مساعدة. قررت نعاونو، وعلى هذا تأخرت على خدمتي. في الأخير، المساعدة الي قدمتها كانت أهم من الخدمة الي جيت على شانها. ,Algerian
 كان أحمد يبحث عن مدرسة غوص ليتعلم فيها. وجد واحدة مشهورة بمدربيها الماهرين وسجل فيها. تعلم الغوص بسرعة وأصبح من الغواصين المحترفين. الآن يعمل مدربًا في نفس المدرسة ليعلم الآخرين. , أحمد كان يقلب على مدرسة غطس باش يتعلم فيها. لقى واحدة معروفة بالمدربين تاعها الماهرين وسجل فيها. تعلم الغطس بزربة وصار من الغطاسين المحترفين. دابا يخدم مدرب في نفس المدرسة باش يعلم الناس. ,Algerian
" في أحد الأسواق الصاخبة، سأل خالد البائع: ""كم يكون السعر شاملاً الضرائب؟"" فأجابه البائع بابتسامة: ""السعر مع الضرائب سيكون مائة ريال."" شعر خالد بالرضا لأن السعر كان مناسباً، فقرر شراء القطعة على الفور. وبذلك، غادر خالد السوق وهو يحمل مشترياته، مسروراً بتجربة الشراء الناجحة. "," في سوق شوية مزدحم، خالد سقسى البايع: ""شحال يكون الثمن بالضرائب كاملة؟"" البايع ضحك وجاوبو: ""الثمن مع الضرائب غادي يكون مية دينار."" خالد حس بالراحة لأن الثمن كان معقول، حب يشري الحاجة ديريكت. وبهذا، خرج خالد من السوق وهو يحمل لي شرا، مفرح بالخدمة لي جاتو مليحة. ",Algerian
" في أحد الأيام، كان هناك رجل يأكل الشاورما بشهية كبيرة. وبينما هو منهمك في الأكل، سقطت قطعة من اللحم على قميصه الأبيض. صاح بدهشة وإزعاج: ""أعطني بعض المناديل الورقية!"" فأسرع النادل ليساعده، وابتسم الجميع لطرافة الموقف. "," في واحد النهار، كان هناك واحد راجل كيفاه ياكل في الشاورما بنهم. وهو مشغول بالأكل، طاحتلو حتة من اللحم على قميجتو البيضة. صرخ بالتعجب والعصبية: ""عطيني شوية مناديل ورقية!"" السرفور دار عجالة باش يعاونو، وضحكو كامل على الموقف. ",Algerian
 في الشقة المجاورة، يعيش شاب يحب الاستمتاع بوقته مع أصدقائه. كان دائمًا يقيم الحفلات التي تستمر حتى الصباح. أزعجت الضوضاء الدائمة الجيران الهادئين. في النهاية، قرروا التحدث معه وتوصلوا إلى حل يرضي الجميع. , في الدار اللي جنبنا، واحد الشاب عايش يحب يمرح مع صحابو. ديما كاين يدير السهرات للصباح. الضجة الكبيرة خلقت إزعاج للجيران اللي يحبو الهدوء. في الأخير، قرروا يهدروا معاه ولقاو حل يرضي الجميع. ,Algerian
 نعم ، دكتور كريبس لا يفحص أي مريض بدون موعد مسبق. في يوم من الأيام، حاول مريض الدخول بدون موعد، لكن الدكتور رفض. شعر المريض باليأس وجلس خارج العيادة ينتظر. بعد ساعات، شعر الدكتور بالرحمة وقرر فحص المريض. , أيه، الدكتور كريبس ما يفحص حتى مريض بلا موعد مسبق. في نهار، واحد حاول يدخل بلا موعد، لكن الطبيب رفضو. المريض حس باليأس وقعد برا العيادة يستنى. بعد ساعات، الطبيب تحنن عليه وقرر يفحصو. ,Algerian
 هل يمكن أن تخبرين باسم ورقم الطرف الذي تريد الاتصال به؟، فقد كانت ريم تحاول الوصول إلى صديقتها القديمة ليلى ولكنها نسيت رقمها. بحثت في دفتر عناوينها القديم دون جدوى، فقررت الاستعانة بخدمة الاستعلامات الهاتفية. استجابت الموظفة على الطرف الآخر بكل أدب وقدمت لها المعلومات اللازمة. وبفضل هذه المساعدة، تمكنت ريم أخيرًا من الاتصال بليلى واستعادتا ذكريات الأيام الجميلة التي قضتاها معًا. , وش الإسم ورقم الطرف لي حابة تتصلي بيه؟، ريم كانت تحوس توصل لصاحبتها القديمة ليلى ولكن نست رقمها. دارت تفتيش في دفتر العناوين تاعها ما لقات والو، قررت تلجأ لخدمة الاستعلامات الهاتفية. الموظفة اللي في الطرف الثاني عطاتها المعلومات بأدب، وبالمساعدة هذي، ريم قدرت تتصل بليلى ورجعو يتذكرو في الأيام الشابة اللي قضاوها مع بعض. ,Algerian
" هل هذه هدية؟ سأل الطفل والده بفضول شديد. ابتسم الأب وأعطاه الصندوق الصغير، ""نعم يا بُني، هذه لك"". فتح الطفل الهدية بحماس ليجد داخلها ساعة جميلة. شعر بسعادة غامرة وعانق والده بحب. "," هادي هدية ولا شنو؟ سقسا الدري باباه بفضول شديد. البابا تبسم وعطاه البواطة الصغيرة، ""ايه يا وليدي، هادي ليك"". فتح الدري الكادو وهو مليح مفرح لقى فيها ساعة شابة. حس بفرحة كبيرة وعنق باباه بمحبة. ",Algerian
