id,split,MSA,ALG
2003,corpus-6-test-corpus-26-train,أريد دورقاً صغيراً من الخمر الأبيض .,راني حاب قنينة من النبيذ الأبيض.
2005,corpus-6-test-corpus-26-train,آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .,أمم. نقدر ناكل ممبعد؟ مانيش نحس روحي مليح.
2025,corpus-6-test-corpus-26-train,بالفعل لدي أخبار . أنا سأتزوج .,فالواقع، عندي الجديد. راني رايح نتزوج.
2033,corpus-6-test-corpus-26-train,بنطلون أخر ؟,سروال واحد أوخر؟
2035,corpus-6-test-corpus-26-train,هل يمكنني الحصول على برنامج ؟,اذا نقدر نعرف البرنامج؟
2052,corpus-6-test-corpus-26-train,اقتحمت غرفتي الليلة الماضية .,زدمو على الغرفة ديالي عشية البارح.
2055,corpus-6-test-corpus-26-train,أرني السمكة التي رأيتها اليوم في كتاب الصور ، من فضلك .,وريلي الحوت االلي شفتو ليوم فكتاب التصاور، من فضلك.
2083,corpus-6-test-corpus-26-train,انظر التعليمات على علبة الطعام الفارغة .,شوف المعلومات على الغلاف المفرغ من الهواء للغذاء.
2086,corpus-6-test-corpus-26-train,أريد نقوداً ورقية .,راني حاب تذاكر.
2100,corpus-6-test-corpus-26-test,خطف محفظتي وجرى بعيداً .,ادالي محفظة النقود و هرب.
2119,corpus-6-test-corpus-26-train,أليس لديك دروس تجريبية ؟,عندك دروس التجريب؟
2147,corpus-6-test-corpus-26-train,أين يمكنني أن أشتري طوابع بريد ؟,وين نقدر نشري الطوابع؟
2148,corpus-6-test-corpus-26-train,أنا من بريطانيا العظمى .,جيت من بريطانيا.
2156,corpus-6-test-corpus-26-train,علي أن أفحص ذلك مع زوجتي .,لازم نشوف مع الزوجة ديالي.
2161,corpus-6-test-corpus-26-train,أريد أن أحصل على تعويض لذلك .,حبيت تعويض على هذا.
2179,corpus-6-test-corpus-26-train,يوجد صندوق للهاتف أمام هذا المصرف .,كاين كابين هاتف قدام البنك.
2180,corpus-6-test-corpus-26-train,سأصل في التاسع من مارس وأغادر في الرابع عشر .,نوصل التاسع مارس و نروح الرابع عشر.
2205,corpus-6-test-corpus-26-train,هذا غال قليلاً ، ألا تعتقد ؟,شوية غالي، ولا واش رايك؟
2235,corpus-6-test-corpus-26-train,هل لديك كعب ؟,اذا عندك الطالون؟
2236,corpus-6-test-corpus-26-train,أين المحطة النهائية للحافلة ؟,وين جاية المحطة البرية؟
2238,corpus-6-test-corpus-26-train,هل تريد بالحلويات ؟,راك حاب تحلية؟
2302,corpus-6-test-corpus-26-train,هل تتحدث ؟,راك تهدر؟
2306,corpus-6-test-corpus-26-train,الشيء نفسه لي ، من فضلك .,نفس الشي ليا، من فضلك.
2318,corpus-6-test-corpus-26-train,طلبي لم يأت .,الطلبية ديالي مازال موصلتش.
2324,corpus-6-test-corpus-26-train,هناك الكثير من الينابيع الحارة .,كاين بزاف مصادر تع الما السخون.
2329,corpus-6-test-corpus-26-train,من فضلك غير خمسين آلاف ين إلى دولارات أمريكية .,من فضلك بدلي خمسين ألف يان إلى الدولار الأمريكي.
2338,corpus-6-test-corpus-26-train,هذا حسن بالنسبة لي . في الواقع أحب أن أدخن .,هايل بالنسبة ليا. حبيت ندخن.
2347,corpus-6-test-corpus-26-test,أين يمكنني أن أشتري زلاجات وأحذية ؟,وين نقدر نكري أغراض التزحلق و الأحذية؟
2353,corpus-6-test-corpus-26-dev,هل نسيت مشروباتنا ؟,نسيت قيمة الاستهلاك ديالنا؟
2368,corpus-6-test-corpus-26-test,هل يمكن أن ترسلها إلى عنواني في اليابان عن طريق بريد الطرود الدولي وتحصل الثمن من هناك ؟,تقدر تبعثو لعنواني في اليابان مقابل تعويض دولي؟
2381,corpus-6-test-corpus-26-train,أريد كوباً من الخمر الأحمر .,راني حاب كاس نبيذ أحمر.
2389,corpus-6-test-corpus-26-train,فقط إذا كانت ملكك ، سيدي . هاها ، مزحة صغيرة .,برك واذا ديالك، سيدي. اه، اه، راني نتحدث.
2401,corpus-6-test-corpus-26-train,بالتأكيد . كيف يمكننا خدمتك ؟,أكيد. كيفاش نقدر نعاونك؟
2412,corpus-6-test-corpus-26-dev,لدينا بيرة ، وويسكي ، وبراندي ، وجن ، وفودكا ، وخمر .,عندنا البيرة، الويسكي، الكونياك، الفودكا و النبيذ.
2425,corpus-6-test-corpus-26-train,تحقيق شخصية . آه ، هل جواز السفر ينفع ؟,التعريف؟ أوه، ايه. يساعدك جواز السفر؟
2428,corpus-6-test-corpus-26-train,رقم غرفتي هو ثلاثة ستة وعشرين . هل يمكن أن تأخذ الغسيل ؟,رقم الغرفة ديالي هو ثلاث مائة و ستة و عشرون. تقدر تدي الغسيل ديالي؟
2440,corpus-6-test-corpus-26-train,سأرى ما إذا كان أي منها يناسبني .,دوك نشوف ويدا نصيب واحد لي يساعدني.
2441,corpus-6-test-corpus-26-train,أريد غلاية .,راني حاب غلاية.
2445,corpus-6-test-corpus-26-train,أحضر لي بعض من الجبن المبشور .,جيبلي الجبن المبشور.
2462,corpus-6-test-corpus-26-train,هل يمكن أن أحصل على قمصاني نظيفة غداً صباحاً ؟,اذا تقدر تغسل الأقمصة دياولي منا لغدوة صبح؟
2476,corpus-6-test-corpus-26-train,هل لك أن تطلب منه أن يعاود الاتصال بي ؟,تقدر تقولو يتصل بيا؟
2490,corpus-6-test-corpus-26-train,لماذا إذاً ؟,اذًا وعلاش؟
2492,corpus-6-test-corpus-26-train,عذراً . هل يوجد محل كتب قريب من هنا ؟,سامحني. كاين مكتبة قريبة من هنا؟
2496,corpus-6-test-corpus-26-test,أعتقد أنك ارتكبت خطأً . الغرفة دفع ثمنها مسبقاً . معي إيصال .,نظن بلي درت غلطة. الغرفة مخلصة من قبل. عندي الوصل.
2505,corpus-6-test-corpus-26-train,الحافلة هناك .,الحافلة راهي لهيك.
2516,corpus-6-test-corpus-26-train,أريد لفتان من ISO مائة ، فيلم ملون ، ستة وثلاثين لقطة ، من فضلك .,راني حاب زوج بليكول ملونة ايزو مئة، ستة و ثلاثون لقطة، من فضلك.
2519,corpus-6-test-corpus-26-train,أود أن أصرف هذا الشيك بسبعين دولاراً .,راني حاب نصرف السبعين دولار تاع هاذ الشاك.
2521,corpus-6-test-corpus-26-train,أود أن أشتري طوابع لعشرة بطاقات بريدية إلى اليابان ، من فضلك .,راني حاب نشري عشرة طوابع لبطاقات بريدية باش نبعثهم لليابان، من فضلك.
2528,corpus-6-test-corpus-26-train,هل توجد مصارف بالقرب من المحطة ؟,اذا كاين بنوك قربية من محطة القطار؟
2531,corpus-6-test-corpus-26-train,أخشى أن يكون هناك خطأ في الفاتورة .,نظن بلي كاين غلطة فالجمع.
2552,corpus-6-test-corpus-26-test,إنه صحيح هنا .,هنا برك.
2557,corpus-6-test-corpus-26-train,واحد شيزبرجر لكي أذهب ، من فضلك .,شيزبرغر نديه معايا، من فضلك.
2578,corpus-6-test-corpus-26-test,لم يعد بإمكانك حقيقةً أن تقوم بعمل تصميم دون كمبيوتر بعد الآن .,ولا مستحيل باش دير تصميم بلا كمبيوتر.
2591,corpus-6-test-corpus-26-train,أجري .,اجري.
2601,corpus-6-test-corpus-26-train,هناك قطع في بلوزتي . أتساءل هل يمكنك أن تخيطيه لي ، من فضلك ؟,تقطعلي القميص ديالي من هنا، تقدر تعاود تخيطهولي، من فضلك؟
2613,corpus-6-test-corpus-26-dev,كم الأجرة إلى مانشستر ؟,شحال الأجرة لمنشستر؟
2643,corpus-6-test-corpus-26-train,هل يمكن أن تقرضني سلك إمداد ؟,تقدر تسلفلي كابل التشغيل؟
2644,corpus-6-test-corpus-26-train,أين يمكنني أن أشتري حصيرة للشاطئ ؟,وين نقدر نشري زربية الشاطئ؟
2670,corpus-6-test-corpus-26-test,إذاَ ، من فضلك أعطني حجزاً جديداً .,إمالا، ديرلي حجز جديد، من فضلك.
2676,corpus-6-test-corpus-26-train,أعطني قطعة لحم الخنزير هذه ، ولكن ليس بسمك تلك .,أعطني شريحة من لحم الخنزير المشوي، بصح ماشي خشينة هكذا.
2678,corpus-6-test-corpus-26-train,سنأتي في السابعة .,نوصلوا على السبعة.
2687,corpus-6-test-corpus-26-train,عندما أرى الأسعار بهذا الرخص ، يبدو الأمر سخيفاً أن أشتري أي شيء في اليابان .,كي نشوف الأسعار ناقصة، تبانلي سخافة كي نشري أي حاجة فاليابان.
2690,corpus-6-test-corpus-26-train,سرقت سجلاتي ، أيضاً .,سرقولي الملفات تاني.
2695,corpus-6-test-corpus-26-train,مخروط من الأيس كريم الفانيليا ، من فضلك .,كورني من اآيس كريم ذوق فانيلا، من فضلك.
2702,corpus-6-test-corpus-26-train,أوافق . يجب أن تصبح طبيعية جداً .,راني موافق. ولات حاجة طبيعية.
2704,corpus-6-test-corpus-26-train,لاحظ الفجوة ، لاحظ الفجوة ، ثم قرب الأبواب ، من فضلك .,بالاكوا الخطوات، بالاكوا الخطوات، ابقوا قراب من الأبواب، من فضلكم.
2707,corpus-6-test-corpus-26-train,سأحتاج إلى بطاقة ائتمان .,نحتاج الى بطاقة الائتمان.
2708,corpus-6-test-corpus-26-dev,تفضل الرقم .,تفضل الرقم.
2715,corpus-6-test-corpus-26-test,أخبرني عن منطقة جيدة لهذا النهر ، من فضلك .,قلي على مكان جميل على هاذ النهر، من فضلك.
2726,corpus-6-test-corpus-26-train,من فضلك أعطني تقريراً عن الحادث .,من فضلك أعطني التقرير.
2729,corpus-6-test-corpus-26-train,لا ، أشكرك حالياً .,لالا صحا، ماشي دوكا.
2734,corpus-6-test-corpus-26-train,حسنا ، ابق على الخط . سيد/ ناكاجيما ، الآنسة/ سايتو يبدو أنها لا ترد على المكالمة . هل تريدني أن أتصل عليها فترة أطول ؟,أوكي، من فضلك ابق على الخط. سيد ناكاجيما، أظن أن السيدة سايتو ماهيش ترد على الهاتف. راك حاب نزيد نخليه يصوني كثر؟
2736,corpus-6-test-corpus-26-dev,ربما ، ولكن ينبغي أن ندرس كلا على حدا .,بالاك، لكن لازم نوزنوهم كل واحد واحدو.
2747,corpus-6-test-corpus-26-train,يبدو أنها نادرة جداً .,بانلي نادر شوية.
2748,corpus-6-test-corpus-26-train,أين بيان أمتعة الرحلة سبعة صفر ثلاثة ؟,وين جاي مكان استلام الأمتعة تع الرحلة سبعمائة و ثلاثة؟
2760,corpus-6-test-corpus-26-train,شيء خطأ مع حقيبتك .,كاين خلل فالقبضة ديالك.
2765,corpus-6-test-corpus-26-train,هل هذا سيفسد ؟,اذا يقدر يفسد؟
2772,corpus-6-test-corpus-26-train,لا ، شكراً . من الأفضل أن لا أشرب المزيد .,لالا، صحا. خير لوكان منزيدش نشرب.
2808,corpus-6-test-corpus-26-train,من فضلك أخبرني عن بعض الشوارع المناسبة للتسوق .,من فضلك اعطيلي أسماوات الطرق اللي نقدر نشري فيها كثر.
2811,corpus-6-test-corpus-26-dev,هل هذه الحافلة تذهب إلى فندق هيلتون ؟,اذا الحافلة تروح لفندق الهيلتون؟
