id,split,MSA,ALG,ALG Translation
1508,corpus-6-test-corpus-26-test,هيه ، هذا فستان جميل حقا .,سلام، هاذي روبا شابة بزاف.,- Awesome dresses.
1519,corpus-6-test-corpus-26-train,الآن ، مكالمتك ردت . تفضل من فضلك .,هاهوليك، الاتصال تاعك بدا. تفضل.,"Agora, n'okwu n'okwu n'okwu."
1525,corpus-6-test-corpus-26-train,ما رقم البوابة ؟,شحال رقم الباب؟,رقم هاتفك؟
1539,corpus-6-test-corpus-26-train,ما التذكار الخاص بهاواي ؟,واش هي الحاجة كذكرى من هاواي؟,Where is the souvenir of Norway?
1556,corpus-6-test-corpus-26-train,أيمكنني أن أذهب هناك بمترو الأنفاق ؟,اذا نقدر نروح فالميترو؟,يمكنك أن أذهب هناك بمترو الأنفاق؟
1560,corpus-6-test-corpus-26-train,أريد مجفف .,راني حاب بروشينغ.,wanna be a cleaner.
1562,corpus-6-test-corpus-26-train,هل نذهب إلى أي مكان متحدثين مثل ذلك ؟,هاذ المحادثة وين رايحة توصلنا؟,ଆପଣ ଆପଣ ଏହା مكان يعرف مثل
1585,corpus-6-test-corpus-26-train,أنا من النرويج .,جيت من النرويج.,أنا نرويجية.
1603,corpus-6-test-corpus-26-dev,من ثمانية إلى اثنى عشر من فضلك .,من عشرة إلى اثناعشر، من فضلك.,n'o n'o n'o n'o n'
1619,corpus-6-test-corpus-26-train,بالتأكيد . دعني أراها . أظن أن المرجان جرحك .,أكيد. وريلي نشوف. نظن بلي جرحك المرجان.,"Okay, yeah. I think it's going to be a lion"
1620,corpus-6-test-corpus-26-train,لقط للتأكيد ، إعطني رقم المسئول .,برك عند الحاجة، أعطيني رقم هاتف الشخص المسؤول.,n'abalɔ n'abalɔ n'abalɔ 
1622,corpus-6-test-corpus-26-train,هل هناك طريق حر ؟,اذا كاين طريق سريع؟,ଆପଣ هناك طريق حر؟
1630,corpus-6-test-corpus-26-train,لماذا لم يأت إلى الحفلة أمس ؟,وعلاش ماجاش للحفلة لبارح؟,কেন ولم يأت إلى الاجتماع البارحة ؟
1637,corpus-6-test-corpus-26-train,لقد كان هناك حادث مرور .,وقع حاث سير.,ଏହା ଘଟଣା ଘଟିଥିଲା।
1650,corpus-6-test-corpus-26-train,"آسف , لقد اتصلت بالرقم الخطأ .",سامحني، عندي رقم خاطئ.,"Sorry, I called the wrong number."
1653,corpus-6-test-corpus-26-test,من فضلك ادخل رقم هويتك الشخصية .,من فضلك دخل رقم التعريف ديالك.,Please enter your personal numbers.
1663,corpus-6-test-corpus-26-dev,لا أستطيع ضبط اللوحة .,منقدرش نعدل الصورة.,أنا لا ستطيع ضبط اللوحة.
1668,corpus-6-test-corpus-26-train,"واحد هامبورجر بالجبن و عصير برتقال , من فضلك .",شيزبرغر و عصير برتقال، من فضلك.,Otu gâteau n'olulu n'olulu n'o
1670,corpus-6-test-corpus-26-test,هاك جواز سفري .,هاك جواز السفر ديالي.,Awesome Voyager.
1682,corpus-6-test-corpus-26-test,"لماذا , شكرا جزيلا . هل أستطيع الارتقاء للقمة ؟",ايييه، صحا بزاف. أووه، اذا نقدر نطلع للطابق الأخير؟,"Why, thanks very much. Can I sustain the world?"
1702,corpus-6-test-corpus-26-train,هل أستطيع أن الحصول علي تذكرتان للمسرحية الغنائية الجمعة القادمة .,اذا نقدر نتحصل على تذكرتين للعرض المسرحي الموسيقي تع الجمعة الجاية؟,আমি لست بحاجة لحضور عرض فني الجمعة القادمة.
1718,corpus-6-test-corpus-26-train,راكب آخر هناك قال انهم يستطيعون أن يبدلوا مقاعدهم معك .,راكب واحدآخر قال بلي راهوا حاب يبدل معاك البلاصة.,অন্য رجل يسأل أنه يمكن أن يغير مكانه
1754,corpus-6-test-corpus-26-train,هل أستطيع تمديد إقامتي ؟,اذا نقدر نزيد نطول الإقامة ديالي؟,আমি ستطيع توقيع إقامة ؟
1766,corpus-6-test-corpus-26-train,"يا صاح , أتعرف أي مكان يستحق الرؤية قريبا من هنا ؟",قلي، تعرف بلايص ملاح باش نزورهم و يكونوا قراب من هنا؟,"- 'O, o, o, o,"
1768,corpus-6-test-corpus-26-dev,"لا , أريد أن استأجر نصف مجموعة من المضارب وزوجا من الأحذية .",لا، راني حاب نكري نصف مجموعة من المضارب وحذاء.,'أنا لست بحاجة إلى إحضار قطعة من ملابس
1782,corpus-6-test-corpus-26-train,هل من الممكن أن تخبرني عندما تعقروا علي الحقيبة الضائعة ؟,تقدر تعلمني كي تصيب الساك ديالي؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
1788,corpus-6-test-corpus-26-train,ما اسم هذه المحمية ؟,واسمو هاذ المنتزه الوطني؟,Where's this town?
1791,corpus-6-test-corpus-26-train,أصبت بسحجة .,راني مخبوش.,n'abal n'abal.
1792,corpus-6-test-corpus-26-dev,أين يوجد مكان جيد به لمشاهدة الأماكن المهمة ؟,واش كاين مكان مليح للسياحة؟,Where is good place to watch important places?
1800,corpus-6-test-corpus-26-train,هل من الممكن أن احصل علي بعض الفاكهة ؟,اذا نقدر ندي فواكه؟,ଆପଣ ଆପଣ ପାଣିପାରେ?
1834,corpus-6-test-corpus-26-train,هل أستطيع تناول غذائي الآن ؟,اذا نقدر نفطر دوكا؟,আমি ستطيع الوجبات الباردة?
1837,corpus-6-test-corpus-26-train,أريد أن أستبدل تلك الدولارات .,لازم نبدل الدولار.,أنا wanna swap these dollars.
1867,corpus-6-test-corpus-26-train,أحتاج إلى تاكسي . أنا في ساوث ماين ، وليبرتي .,لازملي طاكسي. راني في ساوث ماين و ليبرتي.,"n'achọ teksi. أنا n'abalɔsi,"
1876,corpus-6-test-corpus-26-dev,بالتأكيد ، هل تريد تسريحة متموجة دائما ؟,صح. راك حاب برمانونت؟,"طبعاً, n'a n'a n'a n'"
1878,corpus-6-test-corpus-26-train,هذه ليست تفاحة ولكنها خوخة .,ماشي تفاحة لكن خوخ.,ଏହା ନିଶ୍ଚିତ ନାହିଁ 
1903,corpus-6-test-corpus-26-train,سوف أعطيك روشتة . خذها إلى الصيدلية .,نعطيك وصفة. اديها للصيدلية.,n'abalɔ n'abalɔ n'abalɔ 
1927,corpus-6-test-corpus-26-train,نسافر جواً ثلاث مرات في الأسبوع ، أيام الثلاثاء والجمعة والسبت .,ناخذو الطيارة ثلاث مرات في الأسبوع، الثلاثاء، الجمعة و السبت.,ଆପଣ ثلاث مرات في الأسبوع - الثلاثاء - الجمعة
1931,corpus-6-test-corpus-26-dev,هذا سعر مرتفع ، أليس كذلك ؟,غالي، و لا لالا؟,هذا سعر ليس ذلك؟
1948,corpus-6-test-corpus-26-train,نعم لدينا هذا ، سوف نجهزها لك .,ايه، عندنا. دوك نحظروهالك.,"Okay, we'll win it."
1950,corpus-6-test-corpus-26-dev,هل يمكنكم إبقاء أمتعتي لديكم حتى الساعة الثالثة ؟,نقدر تخلي عندك المتاع التاعي حتى الثالثة مساءا؟,ଆପଣ ଆପଣ ଆପଣ ଆପଣ ଆପ
1951,corpus-6-test-corpus-26-train,"ل , ا أريد فقط الزيارة بدون ميعاد .",لالا، راني حاب نجوز برك.,"n'abal, n'abal, n'abal"
1954,corpus-6-test-corpus-26-dev,هل يمكن أن أحجز سيارة للإيجار من هنا ؟,اذا نقدر نحجز اكري-سيارة هنا؟,"Yes, okoki ebike n'oge n'oge "
1968,corpus-6-test-corpus-26-train,هل أنت أمريكي ؟,هل أنت أمريكي؟,أنت أمريكي؟
1980,corpus-6-test-corpus-26-test,"إلى هذا المكان , لو سمحت .",لهاذ المكان، من فضلك.,n'abal n'abal n'abal n'a
1985,corpus-6-test-corpus-26-train,لقد تعطلت سيارتي .,سيارتي توقفت.,لقد أغلقت السيارة.
1988,corpus-6-test-corpus-26-train,أين مظلل العيون ؟,وين راهو ظل الجفون؟,Where is the eye shadow?
1993,corpus-6-test-corpus-26-train,نريد ركناً هادئاً ، إن أمكن .,رانا نحوسوا على مكان هادي، اذا أمكن.,"ଆପଣ নৌকাًا هادئاً, ଯଦ"
1997,corpus-6-test-corpus-26-train,هل هذه السيارة الأجرة متاحة ؟,اذا هاذ الطاكسي فارغ؟,"Yes, this car is ready?"
1998,corpus-6-test-corpus-26-train,هل هذه محطة قطار سريع ؟,اذا هاذ المحطة إكسبرس؟,এই पुल ليس طويلاً أم لا ؟
2001,corpus-6-test-corpus-26-train,متى ينبغي أن آتي ؟,آما ساعة لازم نولي؟,When should we come?
2003,corpus-6-test-corpus-26-train,أريد دورقاً صغيراً من الخمر الأبيض .,راني حاب قنينة من النبيذ الأبيض.,أنا بحاجة إلى كوب صغير من بيض.
2005,corpus-6-test-corpus-26-train,آه . هل يمكنني الحصول على وجبتي فيما بعد ؟ أنا أشعر أنني لست على ما يرام الآن .,أمم. نقدر ناكل ممبعد؟ مانيش نحس روحي مليح.,Okay........ 
2025,corpus-6-test-corpus-26-train,بالفعل لدي أخبار . أنا سأتزوج .,فالواقع، عندي الجديد. راني رايح نتزوج.,"Okay, i'm going to marry."
2033,corpus-6-test-corpus-26-train,بنطلون أخر ؟,سروال واحد أوخر؟,Another blouse?
2035,corpus-6-test-corpus-26-train,هل يمكنني الحصول على برنامج ؟,اذا نقدر نعرف البرنامج؟,Yes
2052,corpus-6-test-corpus-26-train,اقتحمت غرفتي الليلة الماضية .,زدمو على الغرفة ديالي عشية البارح.,أنا أغلق غرفتي الليلة الماضية.
2055,corpus-6-test-corpus-26-train,أرني السمكة التي رأيتها اليوم في كتاب الصور ، من فضلك .,وريلي الحوت االلي شفتو ليوم فكتاب التصاور، من فضلك.,أنا رأيت طائرة صغيرة التي رأيتها اليوم على
2083,corpus-6-test-corpus-26-train,انظر التعليمات على علبة الطعام الفارغة .,شوف المعلومات على الغلاف المفرغ من الهواء للغذاء.,看看 التعليمات على الأكياس الفضفاضة.
2086,corpus-6-test-corpus-26-train,أريد نقوداً ورقية .,راني حاب تذاكر.,أنا بحاجة إلى قطعة معدنية.
2100,corpus-6-test-corpus-26-test,خطف محفظتي وجرى بعيداً .,ادالي محفظة النقود و هرب.,أنا رأيت مكاني.
2119,corpus-6-test-corpus-26-train,أليس لديك دروس تجريبية ؟,عندك دروس التجريب؟,ଆପଣ دروس تجريبية ؟
2147,corpus-6-test-corpus-26-train,أين يمكنني أن أشتري طوابع بريد ؟,وين نقدر نشري الطوابع؟,Where can I buy mailboxes?
2148,corpus-6-test-corpus-26-train,أنا من بريطانيا العظمى .,جيت من بريطانيا.,أنا البريطاني.
2156,corpus-6-test-corpus-26-train,علي أن أفحص ذلك مع زوجتي .,لازم نشوف مع الزوجة ديالي.,أنا بحاجة إلى تفتيش ذلك مع زوجتي.
2161,corpus-6-test-corpus-26-train,أريد أن أحصل على تعويض لذلك .,حبيت تعويض على هذا.,أنا wanna get compensation for this.
2179,corpus-6-test-corpus-26-train,يوجد صندوق للهاتف أمام هذا المصرف .,كاين كابين هاتف قدام البنك.,ଏହି ସ୍ଥାନରେ هاتف جوال موجود.
2180,corpus-6-test-corpus-26-train,سأصل في التاسع من مارس وأغادر في الرابع عشر .,نوصل التاسع مارس و نروح الرابع عشر.,"أنا وصل في مارس, ثم أغادر في مارس."
2205,corpus-6-test-corpus-26-train,هذا غال قليلاً ، ألا تعتقد ؟,شوية غالي، ولا واش رايك؟,"هذا غال, أنت لست حقاً ؟"
2235,corpus-6-test-corpus-26-train,هل لديك كعب ؟,اذا عندك الطالون؟,Ị لدي كرة?
2236,corpus-6-test-corpus-26-train,أين المحطة النهائية للحافلة ؟,وين جاية المحطة البرية؟,Where is the final stop?
2238,corpus-6-test-corpus-26-train,هل تريد بالحلويات ؟,راك حاب تحلية؟,ଆପଣ بحاجة إلى الوجبات ؟
